 ,,INFLUENCERS,,CIUDAD / PAÍS,,DÍA,HORARIO DE PUBLICACIÓN,,TIPO DE PUBLICACIÓN,,,,MONETIZACIÓN,,,NÚMERO DE REACCIONES,,,PERSONAS EXPUESTAS (ROL),,,,,,,,,,PLANO PARA TOMAR FOTO/VIDEO,ELEMENTOS TECNOLÓGICOS,DESCRIPCIÓN
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,12:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio corto,"Esmalte de uñas, lentes de sol, maquillaje, blusa y escarcha","Video de ella mostrando el juego de gafas que le envío @desiperkings x @guayaustralia, con la canción de Fresa de Tini y Lalo Ebratt de fondo"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Sábado,,12:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,,,"Video de ella mostrando la colección de @gigigorgeous que le llegó, con una encuesta que dice ¨Video?¨ y las respuestas ¨Si¨y ¨No¨"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Sábado,,12:00 P.M.,,,X,,X,,,321.423K,,1.285K,,X,,,X,,,,,,Plano americano,"vestido, maquillaje, pendientes","Llegará el día en el que la misma herida ya no duele más, en el que te cansas de tener que justificarte con los demás , en el que tú decides mirar hacia delante y empoderarte de tu vida✨ “No hay mal que dure 1000 años ni cuerpo que lo aguante”, Solo Dios sabe el para que de todos los retos 🙏🏻 Lindo sábado!"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Domingo,,11:00 P.M.,,,X,,X,,,265.256K,,553,,X,,,X,,,,,,Plano completo,"blusa, short, tenis y maquillaje",Un Domingo que parece Sábado 💥 ¿ Qué planes tienen Hoy? ⚡️
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Domingo,,11:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano detalle,,Video de un señor vertiendo una salsa en un plato de comida del restaurante Qun
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Lunes,,11:00 P.M.,,,X,,X,,,50.080K,,97,,X,,,X,,,,,,Plano medio corto,"Esmalte de uñas, lentes de sol, maquillaje, gorra, bufanda, lentes, bolsa de mano, blusa y escarcha",⚡️😜🤘🏻😻🍓🎧
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Lunes,,9:00 A.M.,,,X,,X,,,14.395K,,51,,X,,,X,,,,,,Plano detalle,desayuno lentes de sol y juego de mesa,"Toast with Beet hummus, avocado and egg 🍳Hoy el Brunch fue en #Masa , la verdad me encanta salir de Brunch y probé el plato del mes: Tosta de Hummus de remolacha, aguacate y huevo 🙌🏻☺️✨ YUMMY! 👌🏻 #avocadotoast #Brunch"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Lunes,,9:00 A.M.,,,X,,X,,,255.265K,,755,,X,,,X,,,,,,Plano completo,Indumentaria (conjunto de ropa deportiva),Hoy fué un día de poca gala y mucho amor ☀️☺️❤️
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Lunes,,11:00 A.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano detalle,Esmalte de uñas y joyeria,"Video de boomerang de ella y sus amigas brindando con mimosas y café, con un texto que dice ¨Buenos DÍAS¨"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Lunes,,4:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano detalle,Esmalte de uñas y joyeria,"Video de ella en el restaurante Masa calle 81, con un plato de tostada"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Lunes,,5:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano detalle,Esmalte de uñas y joyeria,"Video captura boomerang de @caritovanegas brindando con mimosas y café con sus amigas, un texto que dice ¨Cheers with my girls @lau_rosales @paulagalindos¨"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Lunes,,8:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano completo y medio,"Indumentaria (traje, camisa, chaleco, zapatos) maquillaje, tintura y cigarrillo","Video de una escena la película el joker, con una encuesta que dice ¨Ya vieron El Joker?¨"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Martes,,11:00 A.M.,,,X,,,,X,67.299K,,286,,X,,,X,,,,,,Plano completo,Indumentaria (conjunto de ropa deportiva),"Qué importante es saber de que estas hecho, quien eres y para donde vas 🙏🏻 Poner tu mirada más allá y siempre sacar lo mejor de las situaciones 💪🏻 ¡Que tengan una excelente semana! 💕 (Usando Flex collection #Gymshark link en mi Perfil ! )"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,,Martes,,9:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano americano,Indumentaria (conjunto de ropa deportiva),Foto de ella posando su outfit (@gymshark)
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Martes,,9:00 A.M.,,,,X,,,X,42.822K,,169,,X,,,X,,,,,,Plano detalle,Indumentaria (conjunto de ropa deportiva),"Verificado
Hello Wednesday💥🦵Leg & Glute routine!!!!! Do you like Home Workouts? CHALLENGE your best friend to workout together🏋‍♀❤
_____________________________________________

RUTINA DE PIERNA Y GLÚTEO EN CASA💥🦵🍑⚡️🤘🏻!!! Te le mides? 👀 TAG a tu mejor amiga para hacerla junt@s🏋‍♀❤ (Los vídeos estan acelerados, pero todos los MOVIMIENTOS DEBEN SER lentos y en conexión con el músculo. Cada ejercicio debe ser de 3x15 reps.)_______ Slide 1⃣: Calentamiento squats y peso muerto con mancuerna
Slide 2⃣: Desplazamiento con banda y al final sostienen x10
Slide 3⃣: Glute Bridge con banda (apretando glúteo)
Slide 4⃣: jump squats
esta rutina la pueden hacer en casa o en el gym , hace 4 rondas y listo ❤️ Hay varias personitas s que me han enviado DM preguntándome por los ejercicios que hago, así que acá se los muestro , Déjenme saber cómo les va🤘🏻😘 Mi outfit es de: @GymShark 😍Link en mi bio🙌🏻 #Legworkout #gluteworkout #legday"
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Martes,,9:00 A.M.,,,,X,,,X,42.822K,,169,,X,,,X,,,,,,Plano detalle,Indumentaria (conjunto de ropa deportiva),
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Martes,,9:00 A.M.,,,,X,,,X,42.822K,,169,,X,,,X,,,,,,Plano detalle,Indumentaria (conjunto de ropa deportiva),
COLOMBIA,INFLUENCER,Paula Galindo,25,Bogotá D.C. Colombia,Bogotá D.C. Colombia,Martes,,9:00 A.M.,,,,X,,,X,42.822K,,169,,X,,,X,,,,,,Plano detalle,Indumentaria (conjunto de ropa deportiva),
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,10:00 A.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano completo,"Flex, silla e indumentaria",está diciendo como @tatianazuluagal reemplaza en él trabajó a @malejocangrejo. además de mostrar cómo  arreglan a @tatianazuluagal para la cámara
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,11:00 A.M,,X,,,,X,,,,,X,,,,,,,,,,Plano medio corto,"Manillas de hilo, camisa blanca",Muestra las manillas que vende en su página @carocruzempresa
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,1:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio y completo,"Indumentaria blanca, maquillaje, reflectores","@caritosotooficioal, @yurivargas1, ellla y una persona más estan preparando una sorpresa para su público, mientras las arreglan"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,4:00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano a detalle,diadema con orejas de animal de peluche,"Lleva puesta una orejas de gato, acompañada de una frase que dice ¨miau¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,5:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano en picado completo,"Comida de juguete, carrito de mercado","Su hijo está jugando a ir de compras al supermercado, mientras escoge la comida"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,6:00 P.M.,,X,,,,,X,,,,,,,,,X,,,X,,Plano americano,"Colores, crayones, disfraz, juguetes","La hija de @jessdelapena, está coloreando el dibujo impreso, mientra toma un color marrón. Acompaña el video con una frase que dice ¨Lunita hermosa @jessdelapena¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,8:00 P.M.,,X,,,X,,,,,,,,,,,X,,X,,,Plano a detalle,Vajilla y refractarias,Exposición de la comida 
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Miércoles,,8:00 P.M.,,,X,,X,,,9.0851K,,503,,,,,,X,X,,,,Plano medio corto,pijamas. cobertor y cama,"Mis amores míos de mi vida, yo me derrito por este trío de muñecos que amo con locura. Hoy es un día muy especial porque el gorditooooo, caballerito divino de la mitad está cumpliendo 6 años, 6 años?? En qué momento?? Por qué tan rápido?? Se pasa a millón el tiempo. Emiliano mío solo le pido a DIOS que te llene de vida y salud hoy y siempre, te amamos infinito y solo contamos los días para estar juntitos 🙏🏼❤️🥰"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Miércoles,,8:00 P.M.,,,X,,,X,,21.635K,,164,,X,,,X,,,,,,Plano completo,"jean, sandalias, camisa, escaparate de tienda","Que dicha poderles contar que toda la colección de @carocruzempresa está disponible en @joyeria.Mis En el Centro Comercial Parque Colina
Local 253A piso 2 en Bogotá. Los esperamos con los brazos abiertos...⭐️⭐️"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Miércoles,,8:00 P.M.,,,X,,X,,,71.901K,,933,,X,,,X,,,,,,Plano americano,"bata marrón, boina y maquillaje",“ARRIÉSGATE por todo aquello que te hace vibrar el alma.” ➿➿ @danigophoto @malejocangrejo
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Miércoles,,11:00 P.M.,X,,,,X,,,,,,,,,,,,,,,X,,,Imagen de virgen María con una frase que dice la ¨visita más bella¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,4:00 A.M.,,X,,,X,,,,,,,,,,,,,,,X,,Estéreo del automóvil,"Canción Aventura de Luna Y, Ozuna y Anuel. Con un dibujo de una estrella"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,5:00 A.M.,X,,,,X,,,,,,,,,,,X,,X,,,Plano completo,Disfraz,"Foto de su hijo el 31 de octubre de 2017, vestido de calabaza, con una frase que dice ¨me derrito por esta calabaza mía, mía, mía¨Boo"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,5:00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano completo,"Pesas de cuerpo, ropa deportiva, diadema, banco de elevación","Realiza ejercicio en donde intercambia su punto de equilibrio de un pie a otro de manera lateral, pasando encima del banco de elevación, que lo maneja como obstáculo. Tiene de acompañamiento música de fondo y un texto que dice ¨#carocruzsinexcusa rutina de hoy ya en mi canal de youtube. Desliza. Swipe up. @puma.colombia/@puma/@manumolano/@clubbodytech"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,12:00 P.M.,X,,,,X,,,,,,,,,,,X,X,,,,Plano completo,"Figura de buzz lightyear, disfraz enterizo","Foto de su hijo disfrazado de dinosaurio con un texto que dice ¨No le gustan los disfraces, salió igual a los papás y nosotros no le hacemos fuerza para que se los ponga pero hoy tenía su presentación en el jardín lo hizo y así es donde me derrito de amor. Te amo T-Rex de mi video"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,1:00 P.M.,X,,,,,,X,,,,X,,,,,,,,,,Plano completo,Vestido de baño enterizo,"Foto de ella posando en el mar, sin mirar a la cámara con un texto que dice ¨ella es conchita. Yo soy¡¡¡"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,3:00 P.M.,X,,,,X,,,,,,X,,,,,,,,,,Primer plano,"Maquillaje, escarcha,pedreria de fantasia, diadema de orejas de gato",Foto de ella posando su disfraz con un texto que dice @malejocangrejo
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,5:00 P.M.,,X,,,X,,,,,,,X,,,X,,,,,,Plano medio corto,"Maquillaje, escarcha,pedreria de fantasia, diadema de orejas de gato y disfraz enterizo de dinosaurio",Video de su hijo y ella describiendo de qué dinosaurio está vestido con un texto que dice ¨Lo logramos¡¡¡ segundo del día y último
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,7:00 P.M.,X,,,,X,,,,,,,X,,,X,,,,,,Plano medio,,"Collage de las portadas en que ha aparecido carolina, por el fotógrafo Hernán Puentes"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,8:00 P.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano primer,Maquillaje ,Animación promocional del Fun fest lego con el texto de acompañamiento que dice ¨Nos vemos mañana a las 5:00 P.M. #Legofunfestcolombia
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,8:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio,"Indumentaria, guitarra y aguardiente","Video de una mujer cantando y tocando la guitarra en una casa, con un texto que dice ¨Lo que me manda @heidergonzalez a esta hora escuchando cantar a la mujer más bella del mundo... mi mamá @luzmamusic"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,8:00 P.M.,,X,,,X,,,,,,,,,,,X,,,X,,Plano medio,"Indumentaria, guitarra y aguardiente","Video de una mujer cantando y tocando la guitarra en una casa, con un texto que dice ¨Te amo @luzmamusic gracias @heidergonzalez disfrutenla así como yo llevo disfrutandola 40 años jajajajaja¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Jueves,,9:00 P.M.,,X,,,X,,,,,,,,,,,,,,,X,Plano a detalle,,Video de su mascota
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Jueves,,9:00 P.M.,,,X,,X,,,66.817K,,449,,X,,,X,,,,,,Plano corto,antifaz y maquillaje,HOY ES HALLOWEEN 🎃 Y EL CUERPO LO SABE...@malejocangrejo @anima_design @hernanpuentes @joyeria.Mis
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Jueves,,9:00 P.M.,,,X,,X,,,33.912K,,239,,X,,,X,,,,,,Plano medio,chaqueta de cuero y maquillaje,"“El alma libre es rara, pero la identificas cuando la ves; básicamente porque te sientes a gusto, muy a gusto, cuando estas con ellas o cerca de ellas.” 🐚@danigophoto @malejocangrejo"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,5:00 A.M.,,X,,,X,,,,,,,,,,,,,,,X,,Estéreo del automóvil,Canción Orphans de Coldplay. Con un dibujo de una carita feliz
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,5:00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano americano,"Cachucha, leggings, buzo y top",Video boomerang de ella posando con un texto que dice ¨Aquí vamos¡ 5:00 A.M. #carocruzsinexcusa @puma.colombia
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,6:00 A.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano completo,"Cachucha, leggings, buzo , top y banco de elevación",Video de ella haciendo una rutina con un texto que dice ¨Lista ya la ruta de hoy de #carocruzsinexcusas @puma.colombia @puma @clubbodytech @manumolano. Swipe up¨
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,6:00 A.M.,,X,,,,X,X,,,,X,,,,,,,,,,Plano completo,"Cachucha, leggings, buzo , top y pesas de cuerpo en los pies","Video de ella haciendo una rutina con un texto que dice ¨La de hoy estuvo de locos,veanla completa en mi  YouTube desliza #carocruzsinexcusas @puma.colombia @puma @clubbodytech @manumolano. Swipe up¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,8:00 A.M.,,X,,,,X,,,,,,,,,,,,,,X,Plano a detalle,"Sandalias, splash y joyería","Video de captura de @tata2fit que dice lo emocionada por ir a la despedida de soltera de Natalia Castillo luciendo las sandalias, splash y accesorios que les envió, el texto que acompaña la publicación dice ¨@carocruzosorio @carocruzempresa @calzatodo¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,8:00 A.M.,,X,,,,X,,,,,,,,,,,,,,X,Plano a detalle,"Sandalias, splash y joyería","Video de captura de @tutivargasm que dice que va a usar las sandalias en la despedida de soltera, el texto que acompaña la publicación dice ¨@carocruzosorio @carocruzempresa Divina, ya casi ¡¡ @calzatodo @caracruz empresa¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,8:00 A.M.,,X,,,,X,,,,,,,,,,,,,,X,Plano a detalle,"Sandalias, splash y joyería","Video de captura de @carolinaordonez que dice que va a alistar maleta y lleva la caja que le llegó de la empresa de @carocruzempresa. La admira mucho es una tesa, el texto que acompaña la publicación dice ¨@carocruzosorio @carocruzempresa te amo@calzatodo @caricruz empresa¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,X,,,58.647K,,228,,,,,,X,X,,,,Plano americano,disfraz de dinosaurio y de jessie,"Es tanto el amor por su jardín y lo feliz que pasa en este lugar, que si se disfrazó de T - REX, el más lindo del mundo 🦖🦖 te amo amor de mi vida!!! Cua - Cua 🦆🦆"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,X,,,60.335K,,311,,X,,X,,,,,,,Plano medio,disfraz de dinosaurio y tenis,"Y cuando pensé que sólo sería un disfraz de T - REX llega él con su alegría única a sorprendernos, TE AMOOOO MIOOOOO 🦖🦖 DESLIZAR!!"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,X,,,60.335K,,311,,X,,X,,,,,,,Plano medio,disfraz de dinosaurio y tenis,"Y cuando pensé que sólo sería un disfraz de T - REX llega él con su alegría única a sorprendernos, TE AMOOOO MIOOOOO 🦖🦖 DESLIZAR!!"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,X,,,60.335K,,311,,X,,X,,,,,,,Plano medio,disfraz de dinosaurio y tenis,"Y cuando pensé que sólo sería un disfraz de T - REX llega él con su alegría única a sorprendernos, TE AMOOOO MIOOOOO 🦖🦖 DESLIZAR!!"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,X,,,60.335K,,311,,X,,X,,,,,,,Plano medio,disfraz de dinosaurio y tenis,"Y cuando pensé que sólo sería un disfraz de T - REX llega él con su alegría única a sorprendernos, TE AMOOOO MIOOOOO 🦖🦖 DESLIZAR!!"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,,,X,24.532K,,127,,X,,X,,,,,,,Plano completo,"juguetes, sueter jean y tenis","La cara de Matías y el beso que le da a este carro de bomberos hecho en LEGO lo dice todo. Fuimos muy felices en #LegoFunFestColombia no se quería ir y el plan para la familia es increíble. estan ubicados en Unicentro de Bogotá y abrieron sus puertas hasta el 11 de noviembre, imperdible. Aquí les dejo la información y en mis historias está la opción de deslizar y poder comprarlas de una. DESLIZA LAS FOTOS Y ASÓMBRATE CON UN MAR DE LEGO 👏🏼👏🏼😍😍🔷🔷 https://ticketshop.com.co/legoFest/"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,,,X,24.532K,,127,,X,,X,,,,,,,Plano completo,"juguetes, sueter jean y tenis",
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,,,X,24.532K,,127,,X,,X,,,,,,,Plano completo,"juguetes, sueter jean y tenis",
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,,,X,24.532K,,127,,X,,X,,,,,,,Plano completo,"juguetes, sueter jean y tenis",
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,,,X,24.532K,,127,,X,,X,,,,,,,Plano americano,"juguetes, sueter jean y tenis",
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",Bogotá D.C. Colombia,Viernes,,8:00 A.M.,,,X,,,,X,24.532K,,127,,X,,X,,,,,,,Plano elevado,"juguetes, sueter jean y tenis",
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,10: 00 A.M.,,X,,,X,,,,,,,,,,,X,X,,,,Plano completo,Indumentaria y guitarra,"Video de Bako cantando en el programa Día a día, con él texto ¨Canción Nn @bako"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,10: 00 A.M.,,X,,,X,,,,,,,,,,,X,X,,,,Plano completo,Indumentaria y acordeón,"Video de Elder Dayan cantando en el programa Día a día, con él texto ¨Amantes ¡¡¡¡ @elderdayanoficial"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,11: 00 A.M.,,X,,,,,X,,,,X,,,,,,,,,,Plano americano,Indumentaria y accesorios,"Video de ella a través del espejo, mostrando de igual manera  los producto, con un texto que dice ¨@wear.carlota lo quito todo¡¡¡¡¨"
COLOMBIA,MODELO,Carolina Cruz,40,"Tuluá valle del cauca, Colombia",,Viernes,,12: 00 P.M.,,X,,,X,,,,,,X,,,,,,,,,,Plano detalle,Bikini,Video de ella haciéndose un tratamiento corporal llamado venus (@hanniamurraspa)
